product_no,brand,category,link,price,description,seller_id,name,image_link
2673,Baofeng,Антенны для музыкальных центров,https://www.ozon.ru/product/antenna-baofeng-magnitnaya-avto-14-5-sm-572253488/,399,"Тип : Радиоантенна
Размещение : Уличная
Количество антенн : 1
Длина кабеля 1, м : 3
Длина антенны, см : 14.5
Гарантийный срок : 14 дней
Вариант : 14,5 см.
Вид антенны : Внешняя
Страна-изготовитель : Китай
",106200,"Антенна Baofeng магнитная авто 14,5 см",https://cdn1.ozone.ru/s3/multimedia-j/6309909403.jpg
2674,Baofeng,Антенны для музыкальных центров,https://www.ozon.ru/product/antenna-dlya-ratsii-diamond-srh805s-sma-f-321865171/,436,"Тип : Радиоантенна
Размещение : Универсальная
Количество антенн : 1
Длина антенны, см : 4
Радиус действия, км : 1
",29141,Антенна для рации Diamond SRH805S sma-f,https://cdn1.ozone.ru/s3/multimedia-c/6103450332.jpg
2675,Vipe,Чехлы,https://www.ozon.ru/product/plastikovyy-chehol-dlya-airpods-chernyy-313569923/,399,"Тип : Чехол для наушников, Чехол для портативной АС
Модель наушников : Apple AirPods, Apple AirPods 2
Материал : Пластик
Цвет : Черный
Страна-изготовитель : Китай
",207565,"Пластиковый чехол для AirPods, черный",https://cdn1.ozone.ru/s3/multimedia-2/6094941542.jpg
2676,for airpods,Чехлы для плееров и аудиосистем,https://www.ozon.ru/product/ultratonkiy-silikonovyy-chehol-nam-dlya-naushnikov-apple-airpods-pro-epl-airpods-pro-myatnyy-chehol-515267001/,204,"Модель наушников : Apple AirPods
Материал : Силикон
Особенности : Противоударный
Серии : Новые технологии
Цвет : Мятный
Вес товара, г : 40
Страна-изготовитель : Китай
",392394,"Ультратонкий силиконовый чехол NAM для наушников Apple AirPods Pro / Эпл Аирподс про, мятный чехол для айрподсов  ",https://cdn1.ozone.ru/s3/multimedia-2/6267917042.jpg
2677,L-tech,Стойки и крепления для HiFi,https://www.ozon.ru/product/stoyka-trenoga-dlya-akustiki-derzhatel-dlya-kolonok-298991166/,2090,"Тип : Стойка для акустики/HiFi
Максимальная нагрузка, кг : 60
Материал : Металл
Регулировка крепления : Высота
Гарантийный срок : 3 месяца
Цвет : Черный
Страна-изготовитель : Китай
Вес товара, г : 2000
Место крепления : На пол
",85668,Стойка тренога для акустики / держатель для колонок,https://cdn1.ozone.ru/s3/multimedia-p/6050618869.jpg
2678,Espada,Антенны и усилители,https://www.ozon.ru/product/vsenapravlennaya-universalnaya-antenna-dlya-wifi-routerov-usilenie-5-dbi-komplekt-2-sht-486649074/,757,"Размещение : Для помещений
Стандарты связи : 2G, 3G, 4G, LTE, MiMo, Wi-Fi
Количество антенн : 2
Коэффициент усиления антенны, dBi : 5
Интерфейсы : SMA
",80797,"Всенаправленная универсальная антенна для WIFI роутеров, усиление 5 dBi. (комплект 2 шт.)",https://cdn1.ozone.ru/s3/multimedia-1/6248454145.jpg
2679,NAGOYA,Антенны для музыкальных центров,https://www.ozon.ru/product/antenna-dvuhdiapazonnaya-nagoya-na-771-sma-female-dlya-ratsii-423731947/,349,"Тип : Антенный усилитель, Радиоантенна
Длина антенны, см : 38
Гарантийный срок : 3 месяца
Страна-изготовитель : Китай
",296047,Антенна двухдиапазонная Nagoya NA-771 (SMA - Female) для рации,https://cdn1.ozone.ru/s3/multimedia-w/6198852476.jpg
2680,"",Радиолампы,https://www.ozon.ru/product/passik-dlya-proigryvatelya-vega-epu-g-602-poludlinna-233mm-477868003/,990,"Тип : Радиолампа
Вес товара, г : 10
",345475,Пассик для проигрывателя Вега ЭПУ G-602 полудлинна 233мм.,https://cdn1.ozone.ru/s3/multimedia-6/6243939714.jpg
2681,"",Антивибрационные подставки,https://www.ozon.ru/product/tekstolit-fr4-1-1-5mm-100h200-odnostoronniy-491243322/,380,"Тип : Антивибрационная подставка
",161826,"текстолит FR4-1 1.5мм, 100х200 односторонний",https://cdn1.ozone.ru/s3/multimedia-g/6251692576.jpg
2682,"",Чехлы для плееров и аудиосистем,https://www.ozon.ru/product/silikonovyy-chehol-dlya-jbl-flip-6-zashchitnyy-chehol-dlya-originalnoy-kolonki-jbl-flip-6-chehol-564650277/,1683,"Тип : Чехол для портативной АС
Материал : Силикон
Внешние размеры, мм : 75
Размеры основного отделения, мм : 190
Цвет : Черный
Вес товара, г : 90
Гарантийный срок : 6 месяцев
Страна-изготовитель : Китай
",193106,Силиконовый чехол для JBL FLIP 6 / Защитный чехол для оригинальной колонки JBL FLIP 6 / Чехол с ремешком для портативной колонки JBL Flip 6 / ,https://cdn1.ozone.ru/s3/multimedia-v/6304409371.jpg
2683,"",Запчасти для портативной акустики,https://www.ozon.ru/product/akkumulyator-gsp872693-dlya-jbl-flip-3-263283194/,1350,"Тип : Аккумулятор для портативной акустики
Напряжение, В : 3.7
Химический тип : Li-pol
Емкость, мА•ч : 3000
Количество в упаковке, шт : 1
Страна-изготовитель : Китай
Емкость, Вт•ч : 11.1
Гарантийный срок : 14 дней
Вес товара, г : 200
Размеры, мм : 5 pin
",40587,Аккумулятор GSP872693 для JBL Flip 3,https://cdn1.ozone.ru/s3/multimedia-d/6063331357.jpg
2684,BlackMix,Чехлы для плееров и аудиосистем,https://www.ozon.ru/product/sumka-keys-dlya-hraneniya-i-perevozki-kolonki-jbl-clip-4-363785268/,1250,"Тип : Сумка для DJ-оборудования
Материал : Текстиль
Цвет : Черный
Партномер : 14677
",31483,Сумка кейс для хранения и перевозки колонки JBL CLIP 4,https://cdn1.ozone.ru/s3/multimedia-i/6162209898.jpg
2698,OPTIMCOM,Антенны для музыкальных центров,https://www.ozon.ru/product/avtomobilnaya-antenna-dlya-ratsii-optim-cb-9-plus-vreznogo-tipa-krepleniya-dlya-radiostantsiy-si-bi-433305633/,2380,"Тип : Радиоантенна
Длина кабеля 1, м : 4
Длина антенны, см : 160
Вид антенны : Внешняя
",296047,Автомобильная антенна для рации OPTIM CB-9 plus  врезного типа крепления для радиостанций СИ-БИ диапазона 27мГц,https://cdn1.ozone.ru/s3/multimedia-p/6199214557.jpg
2685,OPTIMCOM,Антенны для музыкальных центров,https://www.ozon.ru/product/antenna-dlya-ratsii-optim-cb-990-vreznogo-tipa-dlya-radiostantsii-si-bi-diapazona-27mgts-492961421/,1990,"Тип : Радиоантенна
Размещение : Уличная
Длина кабеля 1, м : 4
Длина антенны, см : 110
Направленность антенны : Ненаправленная
Гарантийный срок : 30 дней
Вид антенны : Внешняя
Страна-изготовитель : Китай
",296047,Антенна для рации OPTIM CB-990 врезного типа для радиостанции СИ БИ диапазона 27мГц,https://cdn1.ozone.ru/s3/multimedia-c/6253169652.jpg
2686,Cameron Sino,Запчасти для портативной акустики,https://www.ozon.ru/product/akkumulyatornaya-batareya-cameronsino-cs-bse796sl-dlya-akustiki-bose-soundlink-mini-ii-577659920/,3430,"Тип : Аккумулятор для портативной акустики
Напряжение, В : 7.4
Химический тип : Li-ion
Емкость, мА•ч : 2200
Количество в упаковке, шт : 1
Страна-изготовитель : Китай
Емкость, Вт•ч : 16.28
Цвет : Черный
Гарантийный срок : 6 месяцев
Вес с упаковкой, г : 300
",177122,Аккумуляторная батарея CameronSino CS-BSE796SL для акустики Bose SoundLink Mini II (Soundlink Mini 2) (88772),https://cdn1.ozone.ru/s3/multimedia-6/6315461742.jpg
2687,OPTIMCOM,Антенны для музыкальных центров,https://www.ozon.ru/product/avtomobilnaya-antenna-dlya-ratsii-optim-cb-1100-vreznogo-tipa-cb-diapazona-chastot-27mgts-dalnoboy-433275489/,2540,"Тип : Радиоантенна
Размещение : Уличная
Длина кабеля 1, м : 4
Длина антенны, см : 105
Страна-изготовитель : Китай
Вид антенны : Внешняя
",296047,Автомобильная антенна для рации Optim CB-1100 врезного типа CB диапазона частот 27мГц (дальнобой),https://cdn1.ozone.ru/s3/multimedia-q/6188078282.jpg
2688,Cameron Sino,Запчасти для портативной акустики,https://www.ozon.ru/product/akkumulyator-neovolt-dlya-sony-srs-x55-srs-x77-srs-btx300-st-04-2600mah-338837722/,1600,"Тип : Аккумулятор для портативной акустики
Напряжение, В : 7.4
Химический тип : Li-ion
Емкость, мА•ч : 2600
Количество в упаковке, шт : 1
Страна-изготовитель : Китай
Длина, мм : 131.19
Партномер : CS-SRX550SL, ST-04
Гарантийный срок : 1 год
Ширина, мм : 21.3
",174551,"Аккумулятор Neovolt для SONY SRS-X55, SRS-X77, SRS-BTX300 (ST-04) 2600mah",https://cdn1.ozone.ru/s3/multimedia-n/6108864383.jpg
2689,RUICHI,Динамики,https://www.ozon.ru/product/dinamik-yd103-29-5w-4ohm-ruichi-313344645/,373,"Тип : Динамики для аудио/видеотехники
Страна-изготовитель : Китай
",172243,Динамик YD103-29 5W 4ohm / RUICHI,https://cdn1.ozone.ru/s3/multimedia-d/6094830061.jpg
2690,ABBREE,Антенны для музыкальных центров,https://www.ozon.ru/product/antenna-skladnaya-abbree-ar-152a-321866853/,955,"Тип : Радиоантенна
",29141,Антенна складная ABBREE AR-152A ,https://cdn1.ozone.ru/s3/multimedia-j/6103450159.jpg
2691,Panasonic eneloop,Аккумуляторные батарейки,https://www.ozon.ru/product/akkumulyatory-eneloop-pro-aa-bk-3hcde-4be-4-sht-580646337/,2500,"Форм-фактор батареи : AA
Емкость, мА•ч : 2550
Количество в упаковке, шт : 4
Страна-изготовитель : Япония
Цвет : Черный
Вес с упаковкой, г : 30
Вес товара, г : 30
Кол-во циклов заряд-разряд : 500
Упаковка : Блистер
Емкость, А•ч : 2550
",283628,"Аккумуляторы Eneloop Pro AA (BK-3HCDE/4BE), 4 шт.",https://cdn1.ozone.ru/s3/multimedia-1/6306189649.jpg
2692,Zoom,Рекордеры,https://www.ozon.ru/product/komplekt-aksessuarov-zoom-aph1n-351319742/,1986,"Тип : Комплект аксессуаров для рекордера
Цвет : Черный
Артикул : 611509
Партномер : APH1n
",205778,Комплект аксессуаров Zoom APH1n,https://cdn1.ozone.ru/s3/multimedia-p/6126541573.jpg
2693,Мир Антенн,Антенны для музыкальных центров,https://www.ozon.ru/product/ulichnaya-antenna-fm-diapazona-mir-fm-dlya-radio-fm-ukv-567197241/,1250,"Размещение : Уличная
Количество антенн : 1
Коэффициент усиления антенны, dBi : 2
Коэффициент усиления репитера, дБ : 2
Длина кабеля 1, м : 0
Направленность антенны : Ненаправленная
Гарантийный срок : 1 год
Страна-изготовитель : Россия
Длина кабеля 2, м : 0
Радиус действия, км : 35
",336945,Уличная антенна FM диапазона МИР FM для радио ФМ / УКВ,https://cdn1.ozone.ru/s3/multimedia-1/6305950645.jpg
2694,OEM,Антенны для музыкальных центров,https://www.ozon.ru/product/ast-19-d7mm-s6-100-425mm-teleskopicheskaya-antenna-362426789/,320,"Тип : Радиоантенна
",165063,AST-19 D7mm S6 100-425mm телескопическая антенна,https://cdn1.ozone.ru/s3/multimedia-e/6135286898.jpg
2695,Cameron Sino,Запчасти для портативной акустики,https://www.ozon.ru/product/akkumulyatornaya-batareya-cameronsino-cs-jml330sl-dlya-jbl-charge-3-3-7v-6000mah-22-20wh-317809556/,1529,"Тип : Аккумулятор для портативной акустики
Напряжение, В : 3.7
Химический тип : Li-pol
Емкость, мА•ч : 6000
Количество в упаковке, шт : 1
Страна-изготовитель : Китай
Партномер : CS-JML330SL для JBL Charge 3  3.7V  6000mAh
Гарантийный срок : 30 дней
Выходное напряжение : 3,7 В
Вес с упаковкой, г : 50
",16713,Аккумуляторная батарея CameronSino CS-JML330SL для JBL Charge 3  3.7V  6000mAh  22.20Wh,https://cdn1.ozone.ru/s3/multimedia-i/6099395910.jpg
2696,Baofeng,Антенны для музыкальных центров,https://www.ozon.ru/product/antenna-antenna-dlya-radiostantsii-baofeng-uv-5r-82-bf-a58-219811253/,1010,"Тип : Радиоантенна
Гарантийный срок : 14 дней
",106368,"Антенна / Антенна для радиостанции Baofeng UV-5R/82, BF-A58",https://cdn1.ozone.ru/s3/multimedia-t/6025181561.jpg
2697,"",Антивибрационные подставки,https://www.ozon.ru/product/struna-dlya-razborki-sensornyh-moduley-0-1mm-100m-molibdenovaya-491246321/,340,"Тип : Антивибрационная подставка
",161826,Струна для разборки сенсорных модулей 0.1мм 100м молибденовая,https://cdn1.ozone.ru/s3/multimedia-s/6251693020.jpg
2699,"",Аксессуары,https://www.ozon.ru/product/akkumulyator-universalnyy-50x40x4-mm-3-7v-1200-mah-dva-provoda-288632654/,523,"Напряжение, В : 3.7
Химический тип : Li-ion
Емкость, мА•ч : 1200
Количество в упаковке, шт : 1
Страна-изготовитель : Китай
Длина, мм : 50
Партномер : 12926944
Гарантийный срок : 1 месяц
Выходное напряжение : 3,7 В
Рекомендовано для : Универсальный
",114994,"Аккумулятор универсальный 50x40x4 мм. 3,7v 1200 mAh, два провода",https://cdn1.ozone.ru/s3/multimedia-2/6076002878.jpg
2700,OPEK,Антенны для музыкальных центров,https://www.ozon.ru/product/antennyy-pereklyuchatel-orek-sx-5-na-3-polozheniya-razem-uhf-1000-vt-472971175/,1999,"Тип : Радиоантенна
Гарантийный срок : 12 месяцев
",84595,"Антенный переключатель ОРЕК СX-5 на 3 положения, разъем UHF, 1000 Вт",https://cdn1.ozone.ru/s3/multimedia-f/6239065575.jpg
2701,RUICHI,Антенны для музыкальных центров,https://www.ozon.ru/product/ast-6-d5mm-s5-110-400mm-276424088/,337,"Тип : Радиоантенна
",172243,Телескопическая антенна AST-6 D5mm S5 110-400mm,https://cdn1.ozone.ru/s3/multimedia-6/6068990046.jpg
2702,"",Чехлы для плееров и аудиосистем,https://www.ozon.ru/product/sumka-keys-dlya-hraneniya-portativnoy-blyutuz-kolonki-jbl-pulse-4-dorozhnaya-sumka-dlya-462670217/,2023,"Тип : Чехол для портативной АС
Материал : Текстиль
Внешние размеры, мм : 300
Размеры основного отделения, мм : 220
Цвет : Черный
Вес товара, г : 230
Гарантийный срок : 6 месяцев
Страна-изготовитель : Китай
",193106,Сумка (кейс) для хранения портативной (блютуз) колонки  JBL Pulse 4 / Дорожная сумка для переноски JBL Pulse 4,https://cdn1.ozone.ru/s3/multimedia-s/6224695216.jpg
2703,"",Запчасти для портативной акустики,https://www.ozon.ru/product/akkumulyator-litiy-ionnyy-li-ion-520-ma-ch-3-7v-s-zashchitoy-ot-perezaryada-334189622/,282,"Химический тип : Li-ion
Емкость, мА•ч : 520
Количество в упаковке, шт : 1
Страна-изготовитель : Китай
Длина, мм : 40
Цвет : Серебристый
Вес товара, г : 10
Ширина, мм : 20
Высота, мм : 5
Вес с упаковкой, г : 30
",28588,"Аккумулятор литий-ионный (Li-ion) 520 мА/ч 3.7В, с защитой от перезаряда",https://cdn1.ozone.ru/s3/multimedia-v/6135347611.jpg
2704,Baofeng,Антенны для музыкальных центров,https://www.ozon.ru/product/antenna-abree-skladnaya-takticheskaya-dlya-ratsiy-baofeng-kenwood-227082367/,1399,"Тип : Радиоантенна
Размещение : Уличная
Количество антенн : 1
Коэффициент усиления антенны, dBi : 2.15
Длина антенны, см : 46
Направленность антенны : Ненаправленная
Интерфейсы : SMA
Партномер : 123
Гарантийный срок : 14 дней
Страна-изготовитель : Китай
",106200,"АНТЕННА ABREE СКЛАДНАЯ (ТАКТИЧЕСКАЯ) для раций Baofeng, Kenwood ",https://cdn1.ozone.ru/s3/multimedia-b/6222300119.jpg
2705,Телекарта,Стойки для DJ оборудования,https://www.ozon.ru/product/polka-dlya-dvb-t2-pristavki-ws-1-266138878/,597,"Максимальная нагрузка, кг : 5
Материал : Металл
Регулировка крепления : Без регулировок
Гарантийный срок : 12 месяцев
Цвет : Черный
Особенности : Полка
Место крепления : На стену
Страна-изготовитель : Россия
",140463,"WS-1 черный кронштейн полка на стену для DVB-T2 ресиверов приставок универсальная (МТС, Триколор, НТВ, цифровые приставки и др) ",https://cdn1.ozone.ru/s3/multimedia-x/6184092225.jpg
2706,"",Антенны для музыкальных центров,https://www.ozon.ru/product/antenna-diamond-srh-805s-227073390/,439,"Тип : Радиоантенна
Гарантийный срок : 14 дней
Страна-изготовитель : Китай
",106200,Миниатюрная портативная антенна для рации (радиостанции) Diamond SRH-805S,https://cdn1.ozone.ru/s3/multimedia-x/6062933145.jpg
2707,Baofeng,Чехлы для плееров и аудиосистем,https://www.ozon.ru/product/chehol-silikonovyy-dlya-baofeng-uv-82-chernyy-258936934/,339,"Тип : Чехол для портативной АС
Материал : Силикон
Особенности : Защита от воды, Противоударный
Цвет : Черный
",128618,Чехол силиконовый для Baofeng UV-82 черный,https://cdn1.ozone.ru/s3/multimedia-6/6040851438.jpg
2708,"",Чехлы для плееров и аудиосистем,https://www.ozon.ru/product/silikonovyy-chehol-dlya-besprovodnoy-blyutuz-kolonki-jbl-charge-5-chehol-s-remeshkom-dlya-jbl-322936707/,1683,"Тип : Чехол для портативной АС
Материал : Силикон
Внешние размеры, мм : 230
Размеры основного отделения, мм : 230
Цвет : Зеленый
Гарантийный срок : 6 месяцев
Страна-изготовитель : Китай
",193106,Силиконовый чехол для беспроводной (блютуз) колонки JBL Charge 5 / Чехол с ремешком для JBL Charge 5 ,https://cdn1.ozone.ru/s3/multimedia-t/6104331053.jpg
2709,TRONE,Стойки и крепления для HiFi,https://www.ozon.ru/product/kronshteyn-trone-ak-20-chernyy-dlya-akusticheskih-sistem-256758704/,1190,"Тип : Крепление для акустики/HiFi
Максимальная нагрузка, кг : 20
Материал : Металл
Регулировка крепления : Наклон, Поворот
Мин. расстояние от стены, мм : 357
Макс. расстояние от стены, мм : 357
Макс. угол поворота (swivel) : 180°
Размеры, мм : 234х230
Макс. угол наклона вверх : 10°
Макс. угол наклона вниз : 10°
",136805,"Кронштейн Trone АК-20 для акустических систем, колонок, цвет черный",https://cdn1.ozone.ru/s3/multimedia-i/6050708646.jpg
2778,RUICHI,Динамики,https://www.ozon.ru/product/dinamik-yd103-29-5w-4ohm-ruichi-313344645/,373,"Тип : Динамики для аудио/видеотехники
Страна-изготовитель : Китай
",172243,Динамик YD103-29 5W 4ohm / RUICHI,https://cdn1.ozone.ru/s3/multimedia-d/6094830061.jpg
2710,"",Запчасти для портативной акустики,https://www.ozon.ru/product/akkumulyator-dlya-apple-airpods-ap-i16-pro-42430-ap-i11-tws-42431-ap-i12-42429-ap-i9s-tws-v5-0-272842093/,1278,"Тип : Аккумулятор для портативной акустики
Напряжение, В : 3.7
Химический тип : Li-pol
Количество в упаковке, шт : 1
Страна-изготовитель : Китай
Цвет : Черный
Гарантийный срок : 1 месяц
Рекомендовано для : Apple
Вес с упаковкой, г : 10
",114994,"Аккумулятор для Apple AirPods AP i16-PRO (42430), AP i11-TWS (42431), AP i12 (42429), AP i9S-TWS V5.0 (42086), AP i9S-TWS (42085), AP i7-TWS mini (42084) 3.7V Li-pol",https://cdn1.ozone.ru/s3/multimedia-1/6067461265.jpg
2711,Cameron Sino,Запчасти для портативной акустики,https://www.ozon.ru/product/akkumulyatornaya-batareya-dlya-jbl-charge-3-6000mah-3-7v-cameronsino-240113619/,1733,"Тип : Аккумулятор для портативной акустики
Напряжение, В : 3.7
Химический тип : Li-pol
Емкость, мА•ч : 6000
Количество в упаковке, шт : 1
Страна-изготовитель : Китай
Партномер : GSP1029102A
Цвет : Голубой
Гарантийный срок : 6 месяцев
Выходное напряжение : 3,7 В
",84839,"Аккумуляторная батарея для JBL Charge 3 6000mAh 3,7V CameronSino",https://cdn1.ozone.ru/s3/multimedia-v/6049642627.jpg
2712,"",Антенны для музыкальных центров,https://www.ozon.ru/product/antenna-diamond-srh-805s-248786836/,485,"Тип : Радиоантенна
Гарантийный срок : 14 дней
",128618,Антенна Diamond SRH-805S для рации Baofeng uv-5r/uv-82/bf-888s,https://cdn1.ozone.ru/s3/multimedia-m/6040739890.jpg
2713,EVA Case,Чехлы для плееров и аудиосистем,https://www.ozon.ru/product/chehol-keys-eva-case-dlya-portativnoy-akustiki-jbl-go-3-251774518/,866,"Тип : Чехол для портативной АС
Материал : Текстиль
Цвет : Черный
Страна-изготовитель : Китай
",81744,Чехол (кейс) EVA Case для портативной акустики JBL Go 3,https://cdn1.ozone.ru/s3/multimedia-b/6055717895.jpg
2714,BATTUT RU,Аккумуляторы промышленные,https://www.ozon.ru/product/akkumulyator-18650-vysokotokovyy-vtc6-3000-mach-20a-battutru-3-7v-dlya-murata-422866258/,599,"Форм-фактор батареи : 18650
Напряжение, В : 3.7
Химический тип : Li-ion
Емкость, мА•ч : 3000
Количество в упаковке, шт : 1
Страна-изготовитель : Китай
Длина, мм : 65
Цвет : Зеленый
Гарантийный срок : 180 дней
Вес товара, г : 50
",139445,Аккумулятор 18650 высокотоковый VTC6 3000 мАч 20А BATTUTRU 3.7В для Murata,https://cdn1.ozone.ru/s3/multimedia-x/6195463977.jpg
2715,RUICHI,Антенны для музыкальных центров,https://www.ozon.ru/product/ast-17-d7mm-s8-170-870mm-276423023/,446,"Тип : Радиоантенна
",172243,Телескопическая антенна AST-17 D7mm S8 170-870mm,https://cdn1.ozone.ru/s3/multimedia-0/6068979600.jpg
2716,Русский паракорд,Аккумуляторные батарейки,https://www.ozon.ru/product/akkumulyator-18650-hangliang-8000-s-zashchitoy-s-pimpochkoy-4sht-357683623/,925,"Форм-фактор батареи : 18650
Напряжение, В : 4.2
Химический тип : Li-ion
Емкость, мА•ч : 1800
Количество в упаковке, шт : 4
Макс. выходной ток : 5
Особенности : Быстрая зарядка Quick Charge, Влагозащитный корпус
Длина, мм : 67.7
Вес с упаковкой, г : 100
Вес товара, г : 180
",60557,Аккумулятор 18650  Hangliang 8000 с защитой (с пимпочкой) 4шт,https://cdn1.ozone.ru/s3/multimedia-2/6129908666.jpg
2717,OPTIMCOM,Антенны для музыкальных центров,https://www.ozon.ru/product/razem-antennyy-pl-259-dlya-kabelya-rg-58-5-6-mm-518705314/,295,"Тип : Радиоантенна
Гарантийный срок : 14 дней.
Страна-изготовитель : Китай
",287439,"Разъем антенный PL-259 (для кабеля RG-58, 5-6 мм)",https://cdn1.ozone.ru/s3/multimedia-2/6269942042.jpg
2718,"",Запчасти для портативной акустики,https://www.ozon.ru/product/akkumulyator-dlya-gsp1029102a-cs-jml320sl-jbl-charge-3-2016-pryamaya-polyarnost-22-2wh-6000mah-3-7v-533085765/,1540,"Тип : Аккумулятор для портативной акустики
Напряжение, В : 3.7
Химический тип : Li-ion
Емкость, мА•ч : 6000
Страна-изготовитель : Китай
Партномер : GSP1029102A,CS-JML320SL
Гарантийный срок : 6 месяцев
Вес с упаковкой, г : 390
Рекомендовано для : JBL
",138824,"Аккумулятор для GSP1029102A / CS-JML320SL JBL / Charge 3 2016, прямая полярность (22.2Wh, 6000mAh, 3.7V)",https://cdn1.ozone.ru/s3/multimedia-2/6277561478.jpg
2719,OPTIMCOM,Антенны для музыкальных центров,https://www.ozon.ru/product/avtomobilnaya-antenna-dlya-ratsii-optim-cb-82-mag-323680477/,2460,"Тип : Радиоантенна
Длина кабеля 1, м : 4
Длина антенны, см : 58
Страна-изготовитель : Россия
",175252, Автомобильная антенна для рации OPTIM CB-82 MAG,https://cdn1.ozone.ru/s3/multimedia-8/6104928056.jpg
2720,RUICHI,Антенны для музыкальных центров,https://www.ozon.ru/product/ast-28-d6mm-s5-110-320mm-276451285/,337,"Тип : Радиоантенна
",172243,Телескопическая антенна AST-28 D6mm S5 110-320mm,https://cdn1.ozone.ru/s3/multimedia-l/6068989197.jpg
2721,Baofeng,Антенны для музыкальных центров,https://www.ozon.ru/product/antenna-teleskopicheskaya-dlya-ratsii-baofeng-i-kenwood-universalnaya-na-773-261297364/,490,"Тип : Радиоантенна
",106200,Антенна телескопическая для рации Baofeng и Kenwood (универсальная) NA-773 ,https://cdn1.ozone.ru/s3/multimedia-4/6062255452.jpg
2722,Baofeng,Антенны для музыкальных центров,https://www.ozon.ru/product/antenna-standartnaya-dlya-ratsiy-baofeng-kenwood-vector-s-razemom-sma-m-202185295/,575,"Тип : Радиоантенна
",63454,"Антенна ""стандартная""для раций Baofeng, Kenwood, Vector с разъемом  SMA-M",https://cdn1.ozone.ru/s3/multimedia-u/6046470018.jpg
2779,ABBREE,Антенны для музыкальных центров,https://www.ozon.ru/product/antenna-skladnaya-abbree-ar-152a-321866853/,955,"Тип : Радиоантенна
",29141,Антенна складная ABBREE AR-152A ,https://cdn1.ozone.ru/s3/multimedia-j/6103450159.jpg
2723,VECTORCOM,Антенны для музыкальных центров,https://www.ozon.ru/product/antenna-dlya-ratsii-na-magnite-mini-mag-27-vectorcom-0-6-m-dlya-radiostantsii-si-bi-diapazona-27mgts-519758670/,1190,"Тип : Радиоантенна
Размещение : Уличная
Длина кабеля 1, м : 3
Длина антенны, см : 64
Гарантийный срок : 30 дней
Вид антенны : Внешняя
Страна-изготовитель : Китай
",296047,"Антенна для рации на магните Mini MAG 27 Vectorcom 0,6 м для радиостанции СИ БИ диапазона 27мГц",https://cdn1.ozone.ru/s3/multimedia-d/6270851809.jpg
2724,OPTIMCOM,Антенны для музыкальных центров,https://www.ozon.ru/product/avtomobilnaya-antenna-optim-union-cb-mercury-dlya-radiostantsii-ratsii-si-bi-diapazona-446406346/,1590,"Тип : Радиоантенна
Размещение : Уличная
Длина антенны, см : 4
Гарантийный срок : 30 дней
Страна-изготовитель : Китай
Вид антенны : Внешняя
",296047,Автомобильная антенна OPTIM Union CB Mercury для радиостанции (рации) Си-Би  диапазона  27мГц дальнобой,https://cdn1.ozone.ru/s3/multimedia-8/6227158316.jpg
2725,"",Чехлы для плееров и аудиосистем,https://www.ozon.ru/product/silikonovyy-chehol-dlya-besprovodnoy-blyutuz-kolonki-jbl-charge-5-chehol-s-remeshkom-dlya-jbl-325388921/,1683,"Тип : Чехол для портативной АС
Материал : Силикон
Внешние размеры, мм : 230
Размеры основного отделения, мм : 230
Цвет : Синий
Гарантийный срок : 6 месяцев
Страна-изготовитель : Китай
",193106,Силиконовый чехол для беспроводной (блютуз) колонки JBL Charge 5 / Чехол с ремешком для JBL Charge 5 / Чехол для Charge 5 синего цвета,https://cdn1.ozone.ru/s3/multimedia-o/6106383624.jpg
2726,TRONE,Стойки и крепления для HiFi,https://www.ozon.ru/product/kronshteyn-dlya-kolonok-kreplenie-dlya-akustiki-na-stenu-trone-ak15-chernyy-povorotno-naklonnye-308447158/,675,"Тип : Крепление для акустики/HiFi
Мин. диагональ экрана, дюймы : 0
Настенное крепление (VESA) : 50x50 мм
Максимальная нагрузка, кг : 5
Материал : Металл, Пластик
Регулировка крепления : Наклон, Вращение, Поворот
Мин. расстояние от стены, мм : 100
Макс. расстояние от стены, мм : 100
Макс. угол поворота (swivel) : 180°
Размеры, мм : 110x85x55
",158073,Кронштейн для колонок крепление для акустики на стену TRONE AK15 ЧЕРНЫЙ поворотно наклонные быстросъемные компактные для акустических колонок и акустических систем,https://cdn1.ozone.ru/s3/multimedia-q/6182919590.jpg
2727,Mercado,Аккумуляторные батарейки,https://www.ozon.ru/product/akkumulyatornye-batareyki-cj-rakieta-ni-mh-tip-aa-1-2v-2-sht-palchikovye-salatovye-524163747/,252,"Напряжение, В : 1.2
Емкость, мА•ч : 400
Количество в упаковке, шт : 2
Страна-изготовитель : Китай
Вес с упаковкой, г : 60
Вес товара, г : 60
Выходное напряжение : 1,2 В
Емкость, А•ч : 400
Упаковка : Пластиковый пакет
",38737,"Аккумуляторные батарейки CJ - Rakieta, Ni-MH, тип АА,  1.2V, 2 шт. (Пальчиковые) салатовые",https://cdn1.ozone.ru/s3/multimedia-2/6273255734.jpg
